ID,Üniversite,Bölüm,En Küçük Puan
1932,ESKISEHIR OSMANGAZI UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,379.26611
1933,ERZINCAN BINALI YILDIRIM UNIVERSITESI,Turkce Ogretmenligi,379.25963
1934,KAPADOKYA UNIVERSITESI,Ingiliz Dili ve Edebiyati,379.24589
1935,MUS ALPARSLAN UNIVERSITESI,Turkce Ogretmenligi,379.23282
1936,ANKARA UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,379.13
1937,ISTANBUL TICARET UNIVERSITESI,Isletme,379.12209
1938,ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,Elektrik-Elektronik Muhendisligi,379.10945
1939,HACETTEPE UNIVERSITESI,Fen Bilgisi Ogretmenligi,379.08824
1940,RECEP TAYYIP ERDOGAN UNIVERSITESI,Turkce Ogretmenligi,379.02856
1941,IZMIR KATIP CELEBI UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,379.00527
1942,ISTANBUL UNIVERSITESI-CERRAHPASA,Sinif Ogretmenligi,378.99604
1943,ANKARA MEDIPOL UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,378.8982
1944,ISTANBUL KENT UNIVERSITESI,Dijital Oyun Tasarimi,378.86311
1945,KASTAMONU UNIVERSITESI,Turkce Ogretmenligi,378.84894
1946,SIIRT UNIVERSITESI,Ingilizce Ogretmenligi,378.83382
1947,ISTANBUL MEDIPOL UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,378.80516
1948,MARMARA UNIVERSITESI,Ic Mimarlik,378.77314
1949,IZMIR DEMOKRASI UNIVERSITESI,Makine Muhendisligi,378.69931
1950,ISTANBUL YENI YUZYIL UNIVERSITESI,Biyomedikal Muhendisligi,378.63688
1951,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,378.60043
1952,ARTVIN CORUH UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,378.49106
1953,ANKARA MEDIPOL UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,378.46171
1954,KILIS 7 ARALIK UNIVERSITESI,Turkce Ogretmenligi,378.44643
1955,ISTANBUL UNIVERSITESI-CERRAHPASA,Insaat Muhendisligi,378.39794
1956,ISTANBUL UNIVERSITESI-CERRAHPASA,Rehberlik ve Psikolojik Danismanlik,378.38624
1957,BARTIN UNIVERSITESI,Turkce Ogretmenligi,378.37447
1958,EGE UNIVERSITESI,"Radyo, Televizyon ve Sinema",378.36008
1959,HACETTEPE UNIVERSITESI,Maden Muhendisligi,378.27716
1960,GAZIANTEP UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,378.24908
1961,YILDIZ TEKNIK UNIVERSITESI,Turk Dili ve Edebiyati,378.20479
1962,BURSA ULUDAG UNIVERSITESI,Fransizca Ogretmenligi,378.08171
1963,YOZGAT BOZOK UNIVERSITESI,Turkce Ogretmenligi,378.02938
1964,AGRI IBRAHIM CECEN UNIVERSITESI,Turkce Ogretmenligi,378.02298
1965,CANAKKALE ONSEKIZ MART UNIVERSITESI,Cografya Ogretmenligi,378.01051
1966,ORTA DOGU TEKNIK UNIVERSITESI,Insaat Muhendisligi,377.99792
1967,EGE UNIVERSITESI,Istatistik,377.96146
1968,MARMARA UNIVERSITESI,Film Tasarimi ve Yonetimi,377.95518
1969,ISTANBUL MEDIPOL UNIVERSITESI,Ergoterapi,377.91283
1970,TOROS UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,377.86734
1971,HALIC UNIVERSITESI,Endustriyel Tasarim,377.81475
1972,ISTANBUL MEDENIYET UNIVERSITESI,Tarih,377.77046
1973,PAMUKKALE UNIVERSITESI,Sinif Ogretmenligi,377.7133
1974,ATILIM UNIVERSITESI,Isletme,377.70529
1975,AKDENIZ UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,377.5591
1976,ALTINBAS UNIVERSITESI,Psikoloji,377.5484
1977,MALTEPE UNIVERSITESI,"Radyo, Televizyon ve Sinema",377.54688
1978,TRABZON UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,377.54297
1979,IZMIR DEMOKRASI UNIVERSITESI,Psikoloji,377.51309
1980,SAGLIK BILIMLERI UNIVERSITESI,Hemsirelik,377.47439
1981,ISTANBUL GELISIM UNIVERSITESI,Psikoloji,377.37665
1982,EGE UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,377.31536
1983,TRAKYA UNIVERSITESI,Elektrik-Elektronik Muhendisligi,377.28224
1984,INONU UNIVERSITESI,Dil ve Konusma Terapisi,377.18436
1985,ISTANBUL MEDENIYET UNIVERSITESI,Sinif Ogretmenligi,377.15296
1986,ARTVIN CORUH UNIVERSITESI,Turkce Ogretmenligi,377.08306
1987,MUGLA SITKI KOCMAN UNIVERSITESI,Turizm Rehberligi,377.03966
1988,MERSIN UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,376.99009
1989,ISIK UNIVERSITESI,Insaat Muhendisligi,376.97559
1990,YAKIN DOGU UNIVERSITESI,Ingilizce Ogretmenligi-Elt,376.97303
1991,GAZIANTEP UNIVERSITESI,Ingiliz Dili ve Edebiyati,376.94549
1992,KAFKAS UNIVERSITESI,Turkce Ogretmenligi,376.91688
1993,ISTANBUL KULTUR UNIVERSITESI,"Radyo, Televizyon ve Sinema",376.87042
1994,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Sinif Ogretmenligi,376.77616
1995,NECMETTIN ERBAKAN UNIVERSITESI,Sinif Ogretmenligi,376.73062
1996,ISTANBUL AYDIN UNIVERSITESI,"Radyo, Televizyon ve Sinema",376.68898
1997,MIMAR SINAN GUZEL SANATLAR UNIVERSITESI,Matematik,376.67503
1998,ISTANBUL OKAN UNIVERSITESI,Gorsel Iletisim Tasarimi,376.65447
1999,YAKIN DOGU UNIVERSITESI,Okul Oncesi Ogretmenligi,376.54939
2000,HALIC UNIVERSITESI,Beslenme ve Diyetetik,376.47272
2001,ANKARA UNIVERSITESI,Sinoloji,376.43428
2002,BAYBURT UNIVERSITESI,Turkce Ogretmenligi,376.39431
2003,ISTANBUL UNIVERSITESI,Eski Yunan Dili ve Edebiyati,376.37909
2004,MARMARA UNIVERSITESI,Turk Dili ve Edebiyati,376.35937
2005,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Hemsirelik,376.31273
2006,KOCAELI UNIVERSITESI,Sinif Ogretmenligi,376.30641
2007,USKUDAR UNIVERSITESI,Gorsel Iletisim Tasarimi,376.28535
2008,ISTANBUL GELISIM UNIVERSITESI,Ucak Bakim ve Onarim,376.28306
2009,YAKIN DOGU UNIVERSITESI,Veteriner,376.2417
2010,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,376.24023
2011,AKSARAY UNIVERSITESI,Veteriner,376.21729
2012,ISTANBUL BEYKENT UNIVERSITESI,Gorsel Iletisim Tasarimi,376.01252
2013,ISTANBUL BILGI UNIVERSITESI,Havacilik Yonetimi,375.96576
2014,HASAN KALYONCU UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,375.91105
2015,MARDIN ARTUKLU UNIVERSITESI,Hemsirelik,375.88682
2016,LOKMAN HEKIM UNIVERSITESI,Beslenme ve Diyetetik,375.83411
2017,ISTANBUL AREL UNIVERSITESI,Cizgi Film ve Animasyon,375.80502
2018,ATILIM UNIVERSITESI,Hemsirelik,375.78886
2019,YUKSEK IHTISAS UNIVERSITESI,Hemsirelik,375.7875
2020,NUH NACI YAZGAN UNIVERSITESI,Hemsirelik,375.69807
2021,MARMARA UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,375.68489
2022,DICLE UNIVERSITESI,Cografya Ogretmenligi,375.67218
2023,DICLE UNIVERSITESI,Turk Dili ve Edebiyati Ogretmenligi,375.66797
2024,ISTANBUL UNIVERSITESI,Ic Mimarlik,375.65863
2025,BEYKOZ UNIVERSITESI,Mimarlik,375.59534
2026,YILDIZ TEKNIK UNIVERSITESI,Fotograf ve Video,375.54952
2027,KOCAELI UNIVERSITESI,Hemsirelik,375.52715
2028,ISTINYE UNIVERSITESI,Hemsirelik,375.50517
2029,ORDU UNIVERSITESI,Deniz Ulastirma Isletme Muhendisligi,375.5007
2030,VAN YUZUNCU YIL UNIVERSITESI,Sinif Ogretmenligi,375.50041
2031,ISTANBUL TICARET UNIVERSITESI,Iktisat,375.49545
2032,BASKENT UNIVERSITESI,Tekstil ve Moda Tasarimi,375.45088
2033,ANKARA UNIVERSITESI,Halkla Iliskiler ve Tanitim,375.40578
2034,SULEYMAN DEMIREL UNIVERSITESI,Sinif Ogretmenligi,375.39776
2035,ANKARA MEDIPOL UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,375.39694
2036,CUKUROVA UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,375.36893
2037,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Mekatronik Muhendisligi,375.36745
2038,GAZI UNIVERSITESI,Endustriyel Tasarim,375.36112
2039,HAKKARI UNIVERSITESI,Turkce Ogretmenligi,375.33456
2040,NECMETTIN ERBAKAN UNIVERSITESI,Tarih Ogretmenligi,375.31386
2041,ATATURK UNIVERSITESI,Sinif Ogretmenligi,375.28277
2042,YILDIZ TEKNIK UNIVERSITESI,Fizik,375.23418
2043,ISTANBUL KENT UNIVERSITESI,Psikoloji,375.22524
2044,HASAN KALYONCU UNIVERSITESI,"Radyo, Televizyon ve Sinema",375.1842
2045,ANADOLU UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,375.11385
2046,AYDIN ADNAN MENDERES UNIVERSITESI,Turizm Rehberligi,375.111
2047,ISTANBUL GEDIK UNIVERSITESI,Metalurji ve Malzeme Muhendisligi,375.00203
2048,BALIKESIR UNIVERSITESI,Sinif Ogretmenligi,374.98206
2049,SELCUK UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,374.96155
2050,ISTANBUL BILGI UNIVERSITESI,Hemsirelik,374.87569
2051,DOGUS UNIVERSITESI,Yonetim Bilisim Sistemleri,374.82337
2052,ULUSLARARASI SARAYBOSNA UNIVERSITESI,Gorsel Sanatlar ve Iletisim Tasarimi,374.7782
2053,ISTANBUL 29 MAYIS UNIVERSITESI,Sinif Ogretmenligi,374.74458
2054,ISTANBUL NISANTASI UNIVERSITESI,Havacilik Elektrik ve Elektronigi,374.69163
2055,SELCUK UNIVERSITESI,Ucak Govde ve Motor Bakimi,374.67713
2056,ISTANBUL AYDIN UNIVERSITESI,Sinif Ogretmenligi,374.67184
2057,ISTANBUL TICARET UNIVERSITESI,Endustriyel Tasarim,374.64371
2058,FENERBAHCE UNIVERSITESI,Psikoloji,374.63785
2059,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,374.56792
2060,MUGLA SITKI KOCMAN UNIVERSITESI,Almanca Ogretmenligi,374.55831
2061,ORDU UNIVERSITESI,Ingiliz Dili ve Edebiyati,374.55399
2062,ONDOKUZ MAYIS UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,374.50702
2063,BAYBURT UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,374.43836
2064,ATATURK UNIVERSITESI,Matematik Ogretmenligi,374.32915
2065,AYDIN ADNAN MENDERES UNIVERSITESI,Sinif Ogretmenligi,374.32551
2066,ISTANBUL AREL UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,374.31248
2067,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Turk Dili ve Edebiyati,374.29362
2068,KTO KARATAY UNIVERSITESI,Beslenme ve Diyetetik,374.28362
2069,ERCIYES UNIVERSITESI,Havacilik Elektrik ve Elektronigi,374.17068
2070,UFUK UNIVERSITESI,Hemsirelik,374.1265
2071,INONU UNIVERSITESI,Sinif Ogretmenligi,374.12351
2072,NUH NACI YAZGAN UNIVERSITESI,Psikoloji,374.10932
2073,BARTIN UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,374.10562
2074,PAMUKKALE UNIVERSITESI,Yonetim Bilisim Sistemleri,374.09013
2075,HASAN KALYONCU UNIVERSITESI,Sinif Ogretmenligi,374.01422
2076,CANKAYA UNIVERSITESI,Ic Mimarlik,373.97222
2077,IZMIR EKONOMI UNIVERSITESI,Tekstil ve Moda Tasarimi,373.92419
2078,ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,373.83942
2079,AGRI IBRAHIM CECEN UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,373.83599
2080,USKUDAR UNIVERSITESI,Yeni Medya ve Iletisim,373.79467
2081,BASKENT UNIVERSITESI,Turk Dili ve Edebiyati,373.79318
2082,MUGLA SITKI KOCMAN UNIVERSITESI,Sinif Ogretmenligi,373.75734
2083,MERSIN UNIVERSITESI,Psikoloji,373.73854
2084,ANTALYA BILIM UNIVERSITESI,Hemsirelik,373.6895
2085,ATILIM UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,373.65315
2086,ANKARA SOSYAL BILIMLER UNIVERSITESI,Uluslararasi Iliskiler,373.62412
2087,ISTANBUL OKAN UNIVERSITESI,Beslenme ve Diyetetik,373.60795
2088,ISTANBUL MEDIPOL UNIVERSITESI,Uluslararasi Ticaret ve Finansman,373.60701
2089,AVRASYA UNIVERSITESI,Ingiliz Dili ve Edebiyati,373.60555
2090,DOGU AKDENIZ UNIVERSITESI,Elektrik-Elektronik Muhendisligi,373.58802
2091,YAKIN DOGU UNIVERSITESI,Yazilim Muhendisligi,373.56677
2092,KAPADOKYA UNIVERSITESI,Dil ve Konusma Terapisi,373.5642
2093,BALIKESIR UNIVERSITESI,Psikoloji,373.56022
2094,GEBZE TEKNIK UNIVERSITESI,Insaat Muhendisligi,373.4998
2095,YEDITEPE UNIVERSITESI,Kentsel Tasarim ve Peyzaj Mimarligi,373.47852
2096,YEDITEPE UNIVERSITESI,Felsefe,373.46404
2097,HALIC UNIVERSITESI,Matematik,373.4439
2098,BURSA ULUDAG UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,373.44366
2099,BURDUR MEHMET AKIF ERSOY UNIVERSITESI,Ingiliz Dili ve Edebiyati,373.41597
2100,ULUSLARARASI KIBRIS UNIVERSITESI,Ingilizce Ogretmenligi,373.23805
2101,ORTA DOGU TEKNIK UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,373.21892
2102,BEYKOZ UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,373.19827
2103,MARMARA UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,373.18732
2104,AMASYA UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,373.15783
2105,IZMIR DEMOKRASI UNIVERSITESI,Yonetim Bilisim Sistemleri,373.12617
2106,ISTANBUL UNIVERSITESI-CERRAHPASA,Cevre Muhendisligi,373.12415
2107,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Psikoloji,373.06211
2108,KTO KARATAY UNIVERSITESI,Makine Muhendisligi,373.00526
2109,MANISA CELÂL BAYAR UNIVERSITESI,Psikoloji,372.93073
2110,ATILIM UNIVERSITESI,Endustriyel Tasarim,372.88279
2111,NECMETTIN ERBAKAN UNIVERSITESI,Cografya Ogretmenligi,372.8453
2112,CUKUROVA UNIVERSITESI,Almanca Ogretmenligi,372.78889
2113,ISTANBUL UNIVERSITESI,Fizik,372.75826
2114,DOGU AKDENIZ UNIVERSITESI,Molekuler Biyoloji ve Genetik,372.74983
2115,MUGLA SITKI KOCMAN UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,372.7091
2116,SULEYMAN DEMIREL UNIVERSITESI,Psikoloji,372.56309
2117,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Sinif Ogretmenligi,372.54436
2118,MUDANYA UNIVERSITESI,Psikoloji,372.51933
2119,ATILIM UNIVERSITESI,Grafik Tasarimi,372.47802
2120,ISTANBUL ATLAS UNIVERSITESI,Dil ve Konusma Terapisi,372.39764
2121,LEFKE AVRUPA UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,372.28004
2122,HARRAN UNIVERSITESI,Sinif Ogretmenligi,372.2391
2123,KAFKAS UNIVERSITESI,Ilkogretim Matematik Ogretmenligi,372.23063
2124,ANKARA UNIVERSITESI,Cografya,372.22061
2125,ZONGULDAK BULENT ECEVIT UNIVERSITESI,Ingiliz Dili ve Edebiyati,372.21867
2126,ISTANBUL UNIVERSITESI-CERRAHPASA,Kimya,372.20309
2127,ANTALYA BILIM UNIVERSITESI,Insaat Muhendisligi,372.19855
2128,ISTANBUL UNIVERSITESI,Ukrayna Dili ve Edebiyati,372.19582
2129,ISTINYE UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,372.16405
2130,ISTANBUL MEDENIYET UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,372.15922
2131,TRABZON UNIVERSITESI,Sinif Ogretmenligi,372.15612
2132,ULUSLARARASI FINAL UNIVERSITESI,Okul Oncesi Ogretmenligi,372.13696
2133,ANADOLU UNIVERSITESI,Beslenme ve Diyetetik,372.13069
2134,ANKARA BILIM UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,372.12615
2135,ANKARA UNIVERSITESI,Gida Muhendisligi,372.05725
2136,ISIK UNIVERSITESI,Endustriyel Tasarim,372.05252
2137,YILDIZ TEKNIK UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,371.95592
2138,DOKUZ EYLUL UNIVERSITESI,Matematik,371.85919
2139,NEVSEHIR HACI BEKTAS VELI UNIVERSITESI,Sinif Ogretmenligi,371.85588
2140,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Tarih,371.85383
2141,CUKUROVA UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,371.83518
2142,ESKISEHIR OSMANGAZI UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,371.77624
2143,RECEP TAYYIP ERDOGAN UNIVERSITESI,Bilgisayar Muhendisligi,371.77261
2144,KARABUK UNIVERSITESI,Elektrik-Elektronik Muhendisligi,371.7541
2145,ISTANBUL TOPKAPI UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,371.66058
2146,ISTANBUL MEDENIYET UNIVERSITESI,Hemsirelik,371.52511
2147,MIMAR SINAN GUZEL SANATLAR UNIVERSITESI,Turk Dili ve Edebiyati,371.47491
2148,BATMAN UNIVERSITESI,Hemsirelik,371.40272
2149,YILDIZ TEKNIK UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,371.38591
2150,ONDOKUZ MAYIS UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,371.36381
2151,ISTANBUL BEYKENT UNIVERSITESI,Tarih,371.35008
2152,HASAN KALYONCU UNIVERSITESI,Psikoloji,371.23612
2153,ATATURK UNIVERSITESI,Turk Dili ve Edebiyati Ogretmenligi,371.23517
2154,BURSA ULUDAG UNIVERSITESI,Yonetim Bilisim Sistemleri,371.21319
2155,CANKAYA UNIVERSITESI,Isletme,371.21054
2156,PAMUKKALE UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,371.09757
2157,HAKKARI UNIVERSITESI,Ingilizce Ogretmenligi,371.08767
2158,USKUDAR UNIVERSITESI,"Radyo, Televizyon ve Sinema",371.05779
2159,VAN YUZUNCU YIL UNIVERSITESI,Turk Dili ve Edebiyati Ogretmenligi,371.04977
2160,ISTANBUL UNIVERSITESI-CERRAHPASA,Sosyal Bilgiler Ogretmenligi,371.02532
2161,ISTANBUL 29 MAYIS UNIVERSITESI,Ilahiyat,371.0
2162,AKDENIZ UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,370.91642
2163,NECMETTIN ERBAKAN UNIVERSITESI,Endustri Muhendisligi,370.90327
2164,GIRNE AMERIKAN UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,370.78188
2165,ISTANBUL GELISIM UNIVERSITESI,Yonetim Bilisim Sistemleri,370.76614
2166,ISTANBUL UNIVERSITESI,Kimya,370.7377
2167,ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,Sinif Ogretmenligi,370.72073
2168,ERCIYES UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,370.69721
2169,ISTANBUL MEDIPOL UNIVERSITESI,Gazetecilik,370.66058
2170,FIRAT UNIVERSITESI,Sinif Ogretmenligi,370.64139
2171,DOGUS UNIVERSITESI,Gorsel Iletisim Tasarimi,370.57612
2172,AVRASYA UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,370.56299
2173,SIVAS CUMHURIYET UNIVERSITESI,Veteriner,370.54145
2174,EGE UNIVERSITESI,Tarih,370.53471
2175,FENERBAHCE UNIVERSITESI,Dil ve Konusma Terapisi,370.51508
2176,DICLE UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,370.48662
2177,KASTAMONU UNIVERSITESI,Veteriner,370.4847
2178,ISTANBUL 29 MAYIS UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,370.42755
2179,ISTANBUL GEDIK UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,370.42491
2180,SAKARYA UNIVERSITESI,Sinif Ogretmenligi,370.39188
2181,ISTANBUL KULTUR UNIVERSITESI,Yeni Medya ve Iletisim,370.29291
2182,EGE UNIVERSITESI,Turk Dili ve Edebiyati,370.22219
2183,SAMSUN UNIVERSITESI,Psikoloji,370.16463
2184,DOKUZ EYLUL UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,370.11564
2185,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Matematik,370.03835
2186,ISTANBUL NISANTASI UNIVERSITESI,Dil ve Konusma Terapisi,370.03831
2187,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,369.98712
2188,KIRIKKALE UNIVERSITESI,Sinif Ogretmenligi,369.94534
2189,ANTALYA BELEK UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,369.94489
2190,EGE UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,369.88223
2191,KIRIKKALE UNIVERSITESI,Psikoloji,369.85717
2192,ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,Elektrik-Elektronik Muhendisligi,369.66891
2193,ANTALYA BELEK UNIVERSITESI,Psikoloji,369.53522
2194,SIVAS CUMHURIYET UNIVERSITESI,Sinif Ogretmenligi,369.51065
2195,ISTANBUL AYDIN UNIVERSITESI,Tarih,369.45926
2196,KARADENIZ TEKNIK UNIVERSITESI,Bilgisayar Bilimleri,369.40394
2197,ISTANBUL TOPKAPI UNIVERSITESI,Yonetim Bilisim Sistemleri,369.30206
2198,ANKARA SOSYAL BILIMLER UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,369.29617
2199,EGE UNIVERSITESI,Gida Muhendisligi,369.27534
2200,ISTANBUL UNIVERSITESI,Lojistik Yonetimi,369.22173
2201,ISTANBUL AYDIN UNIVERSITESI,Hemsirelik,369.20788
2202,ISTANBUL ESENYURT UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,369.16889
2203,CANAKKALE ONSEKIZ MART UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,369.1631
2204,LEFKE AVRUPA UNIVERSITESI,Turkce Ogretmenligi,369.15893
2205,ISTINYE UNIVERSITESI,Beslenme ve Diyetetik,369.07363
2206,KIRKLARELI UNIVERSITESI,Ingiliz Dili ve Edebiyati,369.05628
2207,YILDIZ TEKNIK UNIVERSITESI,Harita Muhendisligi,369.02434
2208,ESKISEHIR OSMANGAZI UNIVERSITESI,Matematik ve Bilgisayar Bilimleri,368.95148
2209,ISTANBUL OKAN UNIVERSITESI,Sinema ve Televizyon,368.93337
2210,BALIKESIR UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,368.90999
2211,DICLE UNIVERSITESI,Tarih Ogretmenligi,368.84027
2212,ISTANBUL AYDIN UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,368.76123
2213,USAK UNIVERSITESI,Ingiliz Dili ve Edebiyati,368.66632
2214,KOCAELI SAGLIK VE TEKNOLOJI UNIVERSITESI,Psikoloji,368.59769
2215,KUTAHYA DUMLUPINAR UNIVERSITESI,Sinif Ogretmenligi,368.5652
2216,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,368.51316
2217,MERSIN UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,368.49877
2218,ISTANBUL KULTUR UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,368.48688
2219,NECMETTIN ERBAKAN UNIVERSITESI,Psikoloji,368.41811
2220,DOGU AKDENIZ UNIVERSITESI,Turkce Ogretmenligi,368.40792
2221,ISIK UNIVERSITESI,Gorsel Iletisim Tasarimi,368.35891
2222,BIRUNI UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,368.3545
2223,CANKAYA UNIVERSITESI,Iktisat,368.3544
2224,NIGDE OMER HALISDEMIR UNIVERSITESI,Sinif Ogretmenligi,368.35236
2225,IZMIR EKONOMI UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,368.34717
2226,ESKISEHIR OSMANGAZI UNIVERSITESI,Gorsel Iletisim Tasarimi,368.31495
2227,MALTEPE UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,368.2928
2228,FATIH SULTAN MEHMET VAKIF UNIVERSITESI,Turk Dili ve Edebiyati,368.2925
2229,KOCAELI UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,368.21067
2230,ISTANBUL TICARET UNIVERSITESI,Matematik,368.1894
2231,ORDU UNIVERSITESI,Sinif Ogretmenligi,368.17432
2232,TEKIRDAG NAMIK KEMAL UNIVERSITESI,Psikoloji,368.1437
2233,IZMIR DEMOKRASI UNIVERSITESI,Hemsirelik,368.00409
2234,HATAY MUSTAFA KEMAL UNIVERSITESI,Veteriner,367.99751
2235,ISTANBUL OKAN UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,367.99051
2236,ISTANBUL GELISIM UNIVERSITESI,Dil ve Konusma Terapisi,367.97213
2237,USKUDAR UNIVERSITESI,Hemsirelik,367.8892
2238,HALIC UNIVERSITESI,Hemsirelik,367.82887
2239,AFYON KOCATEPE UNIVERSITESI,Sinif Ogretmenligi,367.82135
2240,CANAKKALE ONSEKIZ MART UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,367.80653
2241,DICLE UNIVERSITESI,Psikoloji,367.79877
2242,IZMIR DEMOKRASI UNIVERSITESI,Mimarlik,367.79041
2243,ERCIYES UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,367.68431
2244,TARSUS UNIVERSITESI,Hemsirelik,367.64562
2245,PAMUKKALE UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,367.58601
2246,ATILIM UNIVERSITESI,Uluslararasi Iliskiler,367.52815
2247,ISTANBUL MEDIPOL UNIVERSITESI,Ekonomi ve Finans,367.43828
2248,ANADOLU UNIVERSITESI,Sinema ve Televizyon,367.43202
2249,ISTANBUL ATLAS UNIVERSITESI,Psikoloji,367.39971
2250,ISTANBUL NISANTASI UNIVERSITESI,Psikoloji,367.34261
2251,ISTANBUL NISANTASI UNIVERSITESI,"Radyo, Televizyon ve Sinema",367.33338
2252,ISTANBUL BILGI UNIVERSITESI,Beslenme ve Diyetetik,367.17755
2253,CAG UNIVERSITESI,Psikoloji,367.16677
2254,CUKUROVA UNIVERSITESI,Bilgisayar Bilimleri,367.13138
2255,YALOVA UNIVERSITESI,Psikoloji,367.09199
2256,ISTANBUL GEDIK UNIVERSITESI,Gorsel Iletisim Tasarimi,367.05024
2257,DOKUZ EYLUL UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,367.04472
2258,KTO KARATAY UNIVERSITESI,Mekatronik Muhendisligi,366.99575
2259,NECMETTIN ERBAKAN UNIVERSITESI,Veteriner,366.94042
